timestamp_ms,t_s,z_m,wake_label
1634583152218,132.0,-0.009,0
1634583152418,132.2,-0.005,0
1634583152618,132.4,0.001,0
1634583152818,132.6,0.008,0
1634583153018,132.8,0.013,0
1634583153218,133.0,0.014,0
1634583153418,133.2,0.011,0
1634583153618,133.4,0.004,0
1634583153818,133.6,-0.004,0
1634583154018,133.8,-0.01,0
1634583154218,134.0,-0.012,0
1634583154418,134.2,-0.009,0
1634583154618,134.4,-0.003,0
1634583154818,134.6,0.006,0
1634583155018,134.8,0.015,0
1634583155218,135.0,0.02,0
1634583155418,135.2,0.021,0
1634583155618,135.4,0.016,0
1634583155818,135.6,0.008,0
1634583156018,135.8,-0.0,0
1634583156218,136.0,-0.006,0
1634583156418,136.2,-0.007,0
1634583156618,136.4,-0.003,0
1634583156818,136.6,0.006,0
1634583157018,136.8,0.019,0
1634583157218,137.0,0.032,0
1634583157418,137.2,0.043,0
1634583157618,137.4,0.047,0
1634583157818,137.6,0.042,0
1634583158018,137.8,0.029,0
1634583158218,138.0,0.011,0
1634583158418,138.2,-0.008,0
1634583158618,138.4,-0.024,0
1634583158818,138.6,-0.034,0
1634583159018,138.8,-0.036,0
1634583159218,139.0,-0.03,0
1634583159418,139.2,-0.02,0
1634583159618,139.4,-0.01,0
1634583159818,139.6,-0.005,0
1634583160018,139.8,-0.004,0
1634583160218,140.0,-0.005,0
1634583160418,140.2,-0.007,0
1634583160618,140.4,-0.011,0
1634583160818,140.6,-0.018,0
1634583161018,140.8,-0.025,0
1634583161218,141.0,-0.031,0
1634583161418,141.2,-0.033,0
1634583161618,141.4,-0.029,0
1634583161818,141.6,-0.022,0
1634583162018,141.8,-0.014,0
1634583162218,142.0,-0.007,0
1634583162418,142.2,-0.001,0
1634583162618,142.4,0.001,0
1634583162818,142.6,-0.0,0
1634583163018,142.8,-0.007,0
1634583163218,143.0,-0.018,0
1634583163418,143.2,-0.028,0
1634583163618,143.4,-0.034,0
1634583163818,143.6,-0.034,0
1634583164018,143.8,-0.026,0
1634583164218,144.0,-0.013,0
1634583164418,144.2,0.003,0
1634583164618,144.4,0.02,0
1634583164818,144.6,0.035,0
1634583165018,144.8,0.044,0
1634583165218,145.0,0.045,0
1634583165418,145.2,0.038,0
1634583165618,145.4,0.028,0
1634583165818,145.6,0.019,0
1634583166018,145.8,0.016,0
1634583166218,146.0,0.015,0
1634583166418,146.2,0.015,0
1634583166618,146.4,0.012,0
1634583166818,146.6,0.005,0
1634583167018,146.8,-0.002,0
1634583167218,147.0,-0.007,0
1634583167418,147.2,-0.007,0
1634583167618,147.4,-0.005,0
1634583167818,147.6,-0.001,0
1634583168018,147.8,0.002,0
1634583168218,148.0,0.005,0
1634583168418,148.2,0.009,0
1634583168618,148.4,0.012,0
1634583168818,148.6,0.016,0
1634583169018,148.8,0.021,0
1634583169218,149.0,0.025,0
1634583169418,149.2,0.026,0
1634583169618,149.4,0.024,0
1634583169818,149.6,0.015,0
1634583170018,149.8,0.003,0
1634583170218,150.0,-0.008,0
1634583170418,150.2,-0.012,0
1634583170618,150.4,-0.01,0
1634583170818,150.6,-0.003,0
1634583171018,150.8,0.003,0
1634583171218,151.0,0.004,0
1634583171418,151.2,0.001,0
1634583171618,151.4,-0.004,0
1634583171818,151.6,-0.009,0
1634583172018,151.8,-0.014,0
1634583172218,152.0,-0.018,0
1634583172418,152.2,-0.021,0
1634583172618,152.4,-0.022,0
1634583172818,152.6,-0.02,0
1634583173018,152.8,-0.016,0
1634583173218,153.0,-0.011,0
1634583173418,153.2,-0.006,0
1634583173618,153.4,-0.004,0
1634583173818,153.6,-0.006,0
1634583174018,153.8,-0.012,0
1634583174218,154.0,-0.018,0
1634583174418,154.2,-0.021,0
1634583174618,154.4,-0.02,0
1634583174818,154.6,-0.018,0
1634583175018,154.8,-0.015,0
1634583175218,155.0,-0.01,0
1634583175418,155.2,-0.001,0
1634583175618,155.4,0.012,0
1634583175818,155.6,0.026,0
1634583176018,155.8,0.034,0
1634583176218,156.0,0.032,0
1634583176418,156.2,0.021,0
1634583176618,156.4,0.007,0
1634583176818,156.6,-0.004,0
1634583177018,156.8,-0.005,0
1634583177218,157.0,0.001,0
1634583177418,157.2,0.012,0
1634583177618,157.4,0.021,0
1634583177818,157.6,0.025,0
1634583178018,157.8,0.022,0
1634583178218,158.0,0.015,0
1634583178418,158.2,0.007,0
1634583178618,158.4,-0.002,0
1634583178818,158.6,-0.012,0
1634583179018,158.8,-0.023,0
1634583179218,159.0,-0.032,0
1634583179418,159.2,-0.037,0
1634583179618,159.4,-0.034,0
1634583179818,159.6,-0.026,0
1634583180018,159.8,-0.016,0
1634583180218,160.0,-0.005,0
1634583180418,160.2,0.006,0
1634583180618,160.4,0.018,0
1634583180818,160.6,0.029,0
1634583181018,160.8,0.036,0
1634583181218,161.0,0.035,0
1634583181418,161.2,0.025,0
1634583181618,161.4,0.011,0
1634583181818,161.6,-0.001,0
1634583182018,161.8,-0.004,0
1634583182218,162.0,-0.002,0
1634583182418,162.2,0.001,0
1634583182618,162.4,0.002,0
1634583182818,162.6,-0.002,0
1634583183018,162.8,-0.01,0
1634583183218,163.0,-0.019,0
1634583183418,163.2,-0.027,0
1634583183618,163.4,-0.031,0
1634583183818,163.6,-0.031,0
1634583184018,163.8,-0.027,0
